category,item_name,price,desc,dietary_slugs,rating_value,rating_total_rating_text,tag_slugs,service_slugs,id,min_price,max_price,default_price,display_price,variant_id,parent_menu_id,image_url,image_thumb_url,always_show_on_checkout,is_bogo_active,order,auto_add,auto_add_quantity,show_image,visible,state,free_dish_quantity,type,added_bottom_text_field,not_added_bottom_text_field,disabled_text,secondary_tag_slugs,entity_type,primary_tag_slug,food_legends,search_alias,metadata,added_bottom_text,not_added_bottom_text,not_added_bottom_text_color,remove_popup_text,auto_add_toast_message,auto_already_added_toast_message,remove_popup_title,vendor_id,tag_ids,tag_image,hide_in_meals_menu,rating,serving_info,modifier_group_ids,enable_customisation_on_cart,customisation_tracking_metadata
Non-Veg Biriyani,Fish Biriyani,445.0,Tilapia is cooked with our in-house andra spice blend for a distinct flavor. the fish is cooked to perfection and is moderately spicy and will serve two people.,non-veg,4.48999977,23 votes,non-veg,delivery-enabled,ctl_206539124,445.0,3045.0,445.0,445.0,v_249071724,ctg_15575028,https://b.zmtcdn.com/data/dish_photos/d56/45e6c45e21daa1a8cac63d8a538a9d56.jpg,https://b.zmtcdn.com/data/dish_photos/d56/45e6c45e21daa1a8cac63d8a538a9d56.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,10,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Biriyani,"{""v"":249071724,""s_ctg"":23860811,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""fish-biriyani""}",,,,,,,,48,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,mg_96013887,False,"{""exp_no"":1,""default_v_price"":445,""lowest_v_price"":445,""highest_v_price"":445,""total_mgs"":3,""total_v_count"":1,""properties"":-1}"
Non-Veg Biriyani,Prawns Biryani,460.0,This biryani is topped with 12-13 pieces of prawns are marinated and cooked in our in-house andra spice mix. it serves two people and is moderately spicy.,non-veg,4.48000002,124 votes,non-veg,delivery-enabled,ctl_206539125,460.0,3060.0,460.0,460.0,v_249071725,ctg_15575028,https://b.zmtcdn.com/data/dish_photos/558/ddee6164a94608cc39d01bb69d4a4558.jpg,https://b.zmtcdn.com/data/dish_photos/558/ddee6164a94608cc39d01bb69d4a4558.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,11,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Biriyani,"{""v"":249071725,""s_ctg"":23860811,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""prawns-biryani""}",,,,,,,,49,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,mg_96013887,False,"{""exp_no"":1,""default_v_price"":460,""lowest_v_price"":460,""highest_v_price"":460,""total_mgs"":3,""total_v_count"":1,""properties"":-1}"
Non-Veg Biriyani,Mutton Keema Biryani,470.0,Minced mutton is cooked with our in-house andra spice mix and this biryani is served with gravy and raita. it is moderately spicy and will serve two.,non-veg,4.59000015,44 votes,non-veg,delivery-enabled,ctl_206539123,470.0,3070.0,470.0,470.0,v_249071723,ctg_15575028,https://b.zmtcdn.com/data/dish_photos/7a3/bc498ffc55f0c18c98edd7ac1b4f87a3.jpg,https://b.zmtcdn.com/data/dish_photos/7a3/bc498ffc55f0c18c98edd7ac1b4f87a3.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,9,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Biriyani,"{""v"":249071723,""s_ctg"":23860811,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""mutton-keema-biryani""}",,,,,,,,47,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,mg_96013887,False,"{""exp_no"":1,""default_v_price"":470,""lowest_v_price"":470,""highest_v_price"":470,""total_mgs"":3,""total_v_count"":1,""properties"":-1}"
Non-Veg Biriyani,Mutton Biryani,480.0,4 Pieces of mutton are cooked in our in-house andra spice blend to perfection. The gravy and raita with the biryani are a great combo. It is moderately spicy and serves two.,non-veg,4.25,227 votes,non-veg,delivery-enabled,ctl_435722380,480.0,3080.0,480.0,480.0,v_537208688,ctg_15575028,https://b.zmtcdn.com/data/dish_photos/ab0/3f8f97e8dcf146c8f35eff636a116ab0.jpg,https://b.zmtcdn.com/data/dish_photos/ab0/3f8f97e8dcf146c8f35eff636a116ab0.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,8,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Biriyani,"{""v"":537208688,""s_ctg"":23860811,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""mutton-biryani""}",,,,,,,,46,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,mg_96013887,False,"{""exp_no"":1,""default_v_price"":480,""lowest_v_price"":480,""highest_v_price"":480,""total_mgs"":3,""total_v_count"":1,""properties"":-1}"
Non-Veg Curries,Egg Masala Curry,250.0,Hard-boiled eggs are cooked in a moderately spicy curry with our in-house andra spice blend. this is moderately spicy.,non-veg,4.61999989,37 votes,non-veg,delivery-enabled,ctl_206539115,250.0,250.0,250.0,250.0,v_249071715,ctg_15575027,https://b.zmtcdn.com/data/dish_photos/894/a3a2d89faa4e0281521090dfae88c894.jpg,https://b.zmtcdn.com/data/dish_photos/894/a3a2d89faa4e0281521090dfae88c894.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,8,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Curries,"{""v"":249071715,""s_ctg"":23860810,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-masala-curry""}",,,,,,,,39,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Curries,Tomato Egg Curry,260.0,,non-veg,,,non-veg,delivery-enabled,ctl_206539116,260.0,260.0,260.0,260.0,v_249071716,ctg_15575027,,,0,False,9,0,0,False,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Curries,"{""v"":249071716,""s_ctg"":23860810,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""tomato-egg-curry""}",,,,,,,,40,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Curries,Chicken Hyd Curry with Bone,360.0,,non-veg,4.44999981,14 votes,non-veg,delivery-enabled,ctl_499202768,360.0,360.0,360.0,360.0,v_626238425,ctg_15575027,https://b.zmtcdn.com/data/dish_photos/f44/a27fb1fc76c61b2f3e2afcf117141f44.jpeg,https://b.zmtcdn.com/data/dish_photos/f44/a27fb1fc76c61b2f3e2afcf117141f44.jpeg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,1,0,0,True,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Curries,"{""v"":626238425,""s_ctg"":23860810,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-hyd-curry-with-bone""}",,,,,,,,150,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Curries,Chicken Boneless Curry,360.0,Boneless pieces of chicken are cooked in a spicy gravy made with our in-house andra spice masala. it is a spicy curry and will serve two.,non-veg,4.5,106 votes,non-veg,delivery-enabled,ctl_206539109,360.0,360.0,360.0,360.0,v_249071709,ctg_15575027,https://b.zmtcdn.com/data/dish_photos/6bc/d6fe664d06712562d12c8e4e2e1176bc.jpg,https://b.zmtcdn.com/data/dish_photos/6bc/d6fe664d06712562d12c8e4e2e1176bc.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,2,0,0,True,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Curries,"{""v"":249071709,""s_ctg"":23860810,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-boneless-curry""}",,,,,,,,33,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Curries,Chicken Curry,360.0,This is a traditional andra spicy curry made with pieces of chicken (with bone) and our freshly made andra spice masala. this curry will serve two.,non-veg,4.38999987,31 votes,non-veg,delivery-enabled,ctl_206539111,360.0,360.0,360.0,360.0,v_249071711,ctg_15575027,https://b.zmtcdn.com/data/dish_photos/abe/46e28390b7c22e18410b46142a18aabe.jpg,https://b.zmtcdn.com/data/dish_photos/abe/46e28390b7c22e18410b46142a18aabe.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,4,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Curries,"{""v"":249071711,""s_ctg"":23860810,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-curry""}",,,,,,,,35,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Curries,Chicken Hyd Curry Boneless,360.0,,non-veg,4.23999977,19 votes,non-veg,delivery-enabled,ctl_547397218,360.0,360.0,360.0,360.0,v_745257239,ctg_15575027,https://b.zmtcdn.com/data/dish_photos/c61/9db73b6ff115c1deb48b6af86332bc61.jpeg,https://b.zmtcdn.com/data/dish_photos/c61/9db73b6ff115c1deb48b6af86332bc61.jpeg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,11,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Curries,"{""v"":745257239,""s_ctg"":23860810,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-hyd-curry-boneless""}",,,,,,,,352,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Curries,Butter Chicken Curry,365.0,Tandoori chicken tikka pieces are cooked in a buttery gravy and our special andra spice mix. this is a moderately spicy curry and will serve two.,non-veg,4.48999977,108 votes,non-veg,delivery-enabled,ctl_206539110,365.0,365.0,365.0,365.0,v_249071710,ctg_15575027,https://b.zmtcdn.com/data/dish_photos/e6a/fe8ec6c03b3c84025d5b26b758283e6a.jpg,https://b.zmtcdn.com/data/dish_photos/e6a/fe8ec6c03b3c84025d5b26b758283e6a.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,3,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Curries,"{""v"":249071710,""s_ctg"":23860810,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""butter-chicken-curry""}",,,,,,,,34,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Curries,Nati Chicken Curry,390.0,This is a traditional andra curry. pieces of country chicken are cooked with a spicy curry mixed with our own andra spice mix. this curry serves two.,non-veg,4.78999996,5 votes,non-veg,delivery-enabled,ctl_206539156,390.0,390.0,390.0,390.0,v_249071756,ctg_15575027,https://b.zmtcdn.com/data/dish_photos/b7b/9b72675cc1ffcf352c588e880aa29b7b.jpg,https://b.zmtcdn.com/data/dish_photos/b7b/9b72675cc1ffcf352c588e880aa29b7b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,10,0,0,True,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Curries,"{""v"":249071756,""s_ctg"":23860810,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""nati-chicken-curry""}",,,,,,,,93,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Curries,Fish Curry,425.0,This is an andra-style spicy fish curry. tilapia fish is de-boned and cut into cubes and cooked with our in-house spice mix. it serves two.,non-veg,4.26999998,6 votes,non-veg,delivery-enabled,ctl_206539113,425.0,425.0,425.0,425.0,v_249071713,ctg_15575027,https://b.zmtcdn.com/data/dish_photos/399/1cda306a73a097ee58bc002e7cb4b399.jpeg,https://b.zmtcdn.com/data/dish_photos/399/1cda306a73a097ee58bc002e7cb4b399.jpeg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,6,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Curries,"{""v"":249071713,""s_ctg"":23860810,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""fish-curry""}",,,,,,,,37,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Curries,Prawns Curry,450.0,12-15 Pieces of fresh prawns are cooked in our freshly made andra spice blend curry. It is spicy and serves two.,non-veg,4.07999992,11 votes,non-veg,delivery-enabled,ctl_206539114,450.0,450.0,450.0,450.0,v_249071714,ctg_15575027,https://b.zmtcdn.com/data/dish_photos/dca/07d6951fac765e725f61af938773adca.jpg,https://b.zmtcdn.com/data/dish_photos/dca/07d6951fac765e725f61af938773adca.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,7,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Curries,"{""v"":249071714,""s_ctg"":23860810,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""prawns-curry""}",,,,,,,,38,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Chicken Kabab,340.0,5-6 Chicken pieces with bone are deep-fried with our freshly made in-house masala mix. It is not very spicy.,non-veg,4.34000015,72 votes,non-veg,delivery-enabled,ctl_206539092,340.0,340.0,340.0,340.0,v_249071692,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/077/2c4c1404244ab2abebd891070c93e077.jpg,https://b.zmtcdn.com/data/dish_photos/077/2c4c1404244ab2abebd891070c93e077.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,6,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Starter,"{""v"":249071692,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-kabab""}",,,,,,,,16,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Chicken Fry,340.0,,non-veg,4.53000021,6 votes,non-veg,delivery-enabled,ctl_206539096,340.0,340.0,340.0,340.0,v_249071696,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/3fb/b1ca702335987ee96fa8691a9bbb33fb.jpg,https://b.zmtcdn.com/data/dish_photos/3fb/b1ca702335987ee96fa8691a9bbb33fb.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,11,0,0,True,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Starter,"{""v"":249071696,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-fry""}",,,,,,,,20,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Chilly Chicken (Boneless),360.0,Boneless pieces of chicken are cooked with a lot of green chilies and curry leaves. it is spicy and pan-fried.,non-veg,4.30999994,68 votes,non-veg,delivery-enabled,ctl_206539087,360.0,360.0,360.0,360.0,v_249071687,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/07f/d509bf4cdbd3ea8f8779fbcddef1907f.jpg,https://b.zmtcdn.com/data/dish_photos/07f/d509bf4cdbd3ea8f8779fbcddef1907f.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,1,0,0,True,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Starter,"{""v"":249071687,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chilly-chicken-boneless-""}",,,,,,,,11,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,Serves 1,,,
Non-Veg Starter,Chilly Chicken (Andhra style),360.0,5 Pieces of chicken are cooked with our andra spice mix and green chilies in a kadhai. It is a semi-gravy dish and is very spicy.,non-veg,4.42999983,21 votes,non-veg,delivery-enabled,ctl_206539088,360.0,360.0,360.0,360.0,v_249071688,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/409/44e18337832db79dcdaf2745f27d4409.jpg,https://b.zmtcdn.com/data/dish_photos/409/44e18337832db79dcdaf2745f27d4409.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,2,0,0,True,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Starter,"{""v"":249071688,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chilly-chicken-andhra-style-""}",,,,,,,,12,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Chicken 65,360.0,Boneless pieces of chicken are pan-fried to perfection with our andra spice mix and green chilies. it is pretty spicy.,non-veg,4.44000006,229 votes,non-veg,delivery-enabled,ctl_206539089,360.0,360.0,360.0,360.0,v_249071689,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/e14/82427fc448449af3854c686bef7e9e14.jpg,https://b.zmtcdn.com/data/dish_photos/e14/82427fc448449af3854c686bef7e9e14.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,3,0,0,True,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Starter,"{""v"":249071689,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-65""}",,,,,,,,13,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Meghana Chicken 555,360.0,"Boneless, long strips of chicken are pan-fried with our freshly made andra spice mix, garlic, fresh chilies, and curry leaves. it is pretty spicy.",non-veg,4.4000001,155 votes,non-veg,delivery-enabled,ctl_206539090,360.0,2960.0,360.0,360.0,v_249071690,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/7a1/b17c7e79d89bf5164f85729b71f017a1.jpg,https://b.zmtcdn.com/data/dish_photos/7a1/b17c7e79d89bf5164f85729b71f017a1.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,4,0,0,True,False,available,0,dish,,,,medium-spicy,catalogue,,,Non-Veg Starter,"{""v"":249071690,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""meghana-chicken-555""}",,,,,,,,14,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,mg_104157249,False,"{""exp_no"":1,""default_v_price"":360,""lowest_v_price"":360,""highest_v_price"":360,""total_mgs"":3,""total_v_count"":1,""properties"":-1}"
Non-Veg Starter,Lemon Chicken,360.0,Fresh lemon and our in-house andra spice mix are used to cook boneless pieces of chicken for this dish. it is moderately spicy and is pan-fried to perfection.,non-veg,4.30000019,113 votes,non-veg,delivery-enabled,ctl_206539091,360.0,360.0,360.0,360.0,v_249071691,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/fe7/5ee5ce65c300c9756435565326aadfe7.jpg,https://b.zmtcdn.com/data/dish_photos/fe7/5ee5ce65c300c9756435565326aadfe7.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,5,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Starter,"{""v"":249071691,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""lemon-chicken""}",,,,,,,,15,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Chicken Lollypop,360.0,5 Pieces of chicken lollypops are freshly fried in our in-house andra spice masala. It is crispy and juicy. It is moderately spicy.,non-veg,4.53999996,94 votes,non-veg,delivery-enabled,ctl_206539093,360.0,360.0,360.0,360.0,v_249071693,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/08f/ac1352170164a53b41692ebbf775408f.jpg,https://b.zmtcdn.com/data/dish_photos/08f/ac1352170164a53b41692ebbf775408f.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,8,0,0,True,False,available,0,dish,,,,medium-spicy,catalogue,,,Non-Veg Starter,"{""v"":249071693,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-lollypop""}",,,,,,,,17,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,Serves 1,,,
Non-Veg Starter,Chicken Pakoda,360.0,Boneless pieces of chicken are coated with an andra-style batter and our in-house spices. it is deep-fried with a lot of fresh green chilies and curry leaves. it is moderately spicy.,non-veg,4.48999977,43 votes,non-veg,delivery-enabled,ctl_206539094,360.0,360.0,360.0,360.0,v_249071694,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/701/fe1f83b61cc430bb8db7d38f7e2d5701.jpg,https://b.zmtcdn.com/data/dish_photos/701/fe1f83b61cc430bb8db7d38f7e2d5701.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,9,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Starter,"{""v"":249071694,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-pakoda""}",,,,,,,,18,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Pepper Chicken,360.0,"12-15 Pieces of boneless chicken are cooked with a lot of black pepper, our in-house spice mix, and green chilies. It is spicy. Pan-fried",non-veg,4.38000011,222 votes,non-veg,delivery-enabled,ctl_206539095,360.0,360.0,360.0,360.0,v_249071695,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/8c9/e8215c3e2dfb8bee17ce5b1779fde8c9.jpg,https://b.zmtcdn.com/data/dish_photos/8c9/e8215c3e2dfb8bee17ce5b1779fde8c9.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,10,0,0,True,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Starter,"{""v"":249071695,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pepper-chicken""}",,,,,,,,19,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Chicken Maharaja,380.0,10-15 Pieces of boneless chicken are cooked with our freshly made andra spice mix and red chilies. It is moderately spicy and pan-fried.,non-veg,4.38000011,17 votes,non-veg,delivery-enabled,ctl_206539098,380.0,380.0,380.0,380.0,v_249071698,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/008/8b8b38e6709b699a11c6894f033f1008.jpg,https://b.zmtcdn.com/data/dish_photos/008/8b8b38e6709b699a11c6894f033f1008.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,13,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Starter,"{""v"":249071698,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-maharaja""}",,,,,,,,22,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Chicken Rayalaseema,385.0,"This dish has 7-8 boneless and with bone pieces cooked in a special andra, masala inspired from rayal seema. it is pretty spicy.",non-veg,4.38000011,30 votes,non-veg,delivery-enabled,ctl_206539099,385.0,385.0,385.0,385.0,v_249071699,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/551/e632037a8701e8ef569d3a3130ccb551.jpg,https://b.zmtcdn.com/data/dish_photos/551/e632037a8701e8ef569d3a3130ccb551.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,14,0,0,True,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Starter,"{""v"":249071699,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-rayalaseema""}",,,,,,,,23,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Chicken Leg Roast,390.0,4 Leg pieces are cooked in our special masala that is freshly made every day. It is finished in a kadhai and is spicy.,non-veg,4.40999985,19 votes,non-veg,delivery-enabled,ctl_317361437,390.0,390.0,390.0,390.0,v_398387984,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/36b/c63736304e7ec6a4551498bb473b736b.jpg,https://b.zmtcdn.com/data/dish_photos/36b/c63736304e7ec6a4551498bb473b736b.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,18,0,0,True,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Starter,"{""v"":398387984,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-leg-roast""}",,,,,,,,324,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Nati Chicken Fry,410.0,Country chicken 7-8 pieces are deep-fried with our special andra-style spice blend. it is pretty spicy.,non-veg,,,non-veg,delivery-enabled,ctl_206539097,410.0,410.0,410.0,410.0,v_249071697,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/98d/373243dd91518622fd87eae1ebd5598d.jpg,https://b.zmtcdn.com/data/dish_photos/98d/373243dd91518622fd87eae1ebd5598d.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,12,0,0,True,False,available,0,dish,,,,spicy,catalogue,,,Non-Veg Starter,"{""v"":249071697,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""nati-chicken-fry""}",,,,,,,,21,"2,4",https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
Non-Veg Starter,Mutton Kheema Fry,480.0,This andra-style keema fry has minced mutton cooked with our in-house special andra spice mix. it is spicy.,non-veg,3.46000004,12 votes,non-veg,delivery-enabled,ctl_206539155,480.0,480.0,480.0,480.0,v_249071755,ctg_15575025,https://b.zmtcdn.com/data/dish_photos/6c0/b389e32d3f4e2f699c89483f487216c0.jpg,https://b.zmtcdn.com/data/dish_photos/6c0/b389e32d3f4e2f699c89483f487216c0.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,0,False,19,0,0,True,False,available,0,dish,,,,services,catalogue,,,Non-Veg Starter,"{""v"":249071755,""s_ctg"":23860808,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""mutton-kheema-fry""}",,,,,,,,91,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1,,,,,
