category,item_name,price,desc,dietary_slugs,rating_value,rating_total_rating_text,tag_slugs,service_slugs,id,min_price,max_price,default_price,display_price,variant_id,parent_menu_id,always_show_on_checkout,is_bogo_active,order,auto_add,auto_add_quantity,show_image,visible,state,rating,free_dish_quantity,type,added_bottom_text_field,not_added_bottom_text_field,disabled_text,secondary_tag_slugs,entity_type,primary_tag_slug,food_legends,search_alias,metadata,added_bottom_text,not_added_bottom_text,not_added_bottom_text_color,remove_popup_text,auto_add_toast_message,auto_already_added_toast_message,remove_popup_title,tag_ids,tag_image,hide_in_meals_menu
Pizza and Pasta,Chicken Pasta,210,,non-veg,,,non-veg,delivery-enabled,ctl_562856684,210,210,210,210,v_767367062,ctg_38755780,0,False,13,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367062,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-pasta""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Paneer Pizza,230,[8Inch],veg,,,veg,delivery-enabled,ctl_562856793,230,230,230,230,v_767367171,ctg_38755780,0,False,4,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367171,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-pizza""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Chicken Pizza [8 inches],230,,non-veg,,,non-veg,delivery-enabled,ctl_562856784,230,230,230,230,v_767367162,ctg_38755780,0,False,8,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367162,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-pizza-8-inches-""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Veg Agio Olio Pasta,230,,veg,,,veg,delivery-enabled,ctl_562856801,230,230,230,230,v_767367179,ctg_38755780,0,False,8,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367179,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-agio-olio-pasta""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Veg Alfredo Spaghetti,230,,veg,,,veg,delivery-enabled,ctl_562856707,230,230,230,230,v_767367085,ctg_38755780,0,False,9,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367085,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-alfredo-spaghetti""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Veg Bake Macroni,230,,veg,,,veg,delivery-enabled,ctl_562856910,230,230,230,230,v_767367288,ctg_38755780,0,False,10,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367288,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-bake-macroni""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Veg Mac and Cheese Pasta,230,,veg,,,veg,delivery-enabled,ctl_562856898,230,230,230,230,v_767367276,ctg_38755780,0,False,12,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367276,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-mac-and-cheese-pasta""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Non Veg Alfredo White Sauce Pasta,230,,non-veg,4.28999996,23 votes,non-veg,delivery-enabled,ctl_562856955,230,230,230,230,v_767367333,ctg_38755780,0,False,14,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367333,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-alfredo-white-sauce-pasta""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Non Veg Arrabbiata Red Sauce Pasta,230,,non-veg,,,non-veg,delivery-enabled,ctl_562856700,230,230,230,230,v_767367078,ctg_38755780,0,False,15,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367078,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-arrabbiata-red-sauce-pasta""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Non Veg Masala Mafia Pasta,230,,non-veg,,,non-veg,delivery-enabled,ctl_562856785,230,230,230,230,v_767367163,ctg_38755780,0,False,16,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367163,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-masala-mafia-pasta""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Non Veg Margherita Pasta,230,,non-veg,,,non-veg,delivery-enabled,ctl_562856904,230,230,230,230,v_767367282,ctg_38755780,0,False,17,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367282,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-margherita-pasta""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Non Veg Pesto Pasta,230,,non-veg,,,non-veg,delivery-enabled,ctl_562856956,230,230,230,230,v_767367334,ctg_38755780,0,False,18,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367334,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-pesto-pasta""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Barbeque Chicken Pizza,240,[8Inch],non-veg,,,non-veg,delivery-enabled,ctl_562856770,240,240,240,240,v_767367148,ctg_38755780,0,False,9,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367148,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""barbeque-chicken-pizza""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Chicken Tikka Pizza,250,[8Inch],non-veg,3.27999997,5 votes,non-veg,delivery-enabled,ctl_562856676,250,250,250,250,v_767367054,ctg_38755780,0,False,6,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367054,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-tikka-pizza""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Paneer Tikka Pizza,250,[8Inch],veg,,,veg,delivery-enabled,ctl_562856862,250,250,250,250,v_767367240,ctg_38755780,0,False,7,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367240,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-tikka-pizza""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Chicken Chilli Pizza,250,[8Inch],non-veg,,,non-veg,delivery-enabled,ctl_562856646,250,250,250,250,v_767367024,ctg_38755780,0,False,10,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367024,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-chilli-pizza""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Chicken Manchurian Pizza,250,[8Inch],non-veg,,,non-veg,delivery-enabled,ctl_562856976,250,250,250,250,v_767367354,ctg_38755780,0,False,12,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367354,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-manchurian-pizza""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Veg Lasagna,250,,veg,,,veg,delivery-enabled,ctl_562856946,250,250,250,250,v_767367324,ctg_38755780,0,False,11,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367324,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-lasagna""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Non Veg Agio Olio Pasta,250,,non-veg,,,non-veg,delivery-enabled,ctl_562856802,250,250,250,250,v_767367180,ctg_38755780,0,False,19,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367180,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-agio-olio-pasta""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Non Veg Alfredo Spaghetti,250,,non-veg,4.46999979,6 votes,non-veg,delivery-enabled,ctl_562856890,250,250,250,250,v_767367268,ctg_38755780,0,False,20,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367268,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-alfredo-spaghetti""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Non Veg Bake Macroni,250,,non-veg,,,non-veg,delivery-enabled,ctl_562856669,250,250,250,250,v_767367047,ctg_38755780,0,False,21,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367047,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-bake-macroni""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Non Veg Mac and Cheese Pasta,250,,non-veg,,,non-veg,delivery-enabled,ctl_562856617,250,250,250,250,v_767366995,ctg_38755780,0,False,23,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767366995,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-mac-and-cheese-pasta""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Chicken Peri Peri Pizza,260,[8Inch],non-veg,,,non-veg,delivery-enabled,ctl_562856844,260,260,260,260,v_767367222,ctg_38755780,0,False,11,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367222,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-peri-peri-pizza""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Chicken Over Loaded Pizza,280,[8Inch],non-veg,,,non-veg,delivery-enabled,ctl_562856916,280,280,280,280,v_767367294,ctg_38755780,0,False,13,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367294,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-over-loaded-pizza""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Pizza and Pasta,Non Veg Lasagna,280,,non-veg,3.78999996,7 votes,non-veg,delivery-enabled,ctl_562856639,280,280,280,280,v_767367017,ctg_38755780,0,False,22,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367017,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-lasagna""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Rolls,Veg Roll,100,,veg,,,veg,delivery-enabled,ctl_562856884,100,100,100,100,v_767367262,ctg_38755784,0,False,1,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367262,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-roll""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Rolls,Corn Roll,100,,veg,,,veg,delivery-enabled,ctl_562856950,100,100,100,100,v_767367328,ctg_38755784,0,False,2,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367328,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""corn-roll""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Rolls,Chicken Roll,110,,non-veg,,,non-veg,delivery-enabled,ctl_562856701,110,110,110,110,v_767367079,ctg_38755784,0,False,9,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367079,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-roll""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Rolls,Veg Cheese Roll,120,,veg,,,veg,delivery-enabled,ctl_562856988,120,120,120,120,v_767367366,ctg_38755784,0,False,3,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367366,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-cheese-roll""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Rolls,Mushroom Roll,120,,veg,,,veg,delivery-enabled,ctl_562856972,120,120,120,120,v_767367350,ctg_38755784,0,False,4,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367350,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""mushroom-roll""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Rolls,Egg Chilli Roll,120,,egg,,,egg,delivery-enabled,ctl_562856745,120,120,120,120,v_767367123,ctg_38755784,0,False,8,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367123,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-chilli-roll""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Rolls,Chicken Cheese Roll,129,,non-veg,,,non-veg,delivery-enabled,ctl_562856840,129,129,129,129,v_767367218,ctg_38755784,0,False,13,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367218,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-cheese-roll""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Rolls,Chicken Tikka Roll,129,,non-veg,,,non-veg,delivery-enabled,ctl_562856901,129,129,129,129,v_767367279,ctg_38755784,0,False,14,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367279,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-tikka-roll""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Rolls,Chicken Roasted Roll,130,,non-veg,,,non-veg,delivery-enabled,ctl_562856893,130,130,130,130,v_767367271,ctg_38755784,0,False,11,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367271,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-roasted-roll""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Rolls,Chicken Manchurian Roll,130,,non-veg,,,non-veg,delivery-enabled,ctl_562856685,130,130,130,130,v_767367063,ctg_38755784,0,False,12,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367063,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-manchurian-roll""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Rolls,Chicken Chilli Roll,140,,non-veg,,,non-veg,delivery-enabled,ctl_562856900,140,140,140,140,v_767367278,ctg_38755784,0,False,10,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367278,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-chilli-roll""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Rolls,Paneer Roll,150,,veg,,,veg,delivery-enabled,ctl_562856625,150,150,150,150,v_767367003,ctg_38755784,0,False,5,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367003,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-roll""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Rolls,Tandoori Chicken Roll,150,,non-veg,,,non-veg,delivery-enabled,ctl_562856851,150,150,150,150,v_767367229,ctg_38755784,0,False,15,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367229,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""tandoori-chicken-roll""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Rolls,Paneer Tikka Roll,160,,veg,,,veg,delivery-enabled,ctl_562856797,160,160,160,160,v_767367175,ctg_38755784,0,False,6,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367175,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-tikka-roll""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Rolls,Crispy Chicken Roll,160,,non-veg,,,non-veg,delivery-enabled,ctl_562856837,160,160,160,160,v_767367215,ctg_38755784,0,False,16,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367215,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""crispy-chicken-roll""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Rolls,Veg Quesadilla Roll,170,,veg,,,veg,delivery-enabled,ctl_562856743,170,170,170,170,v_767367121,ctg_38755784,0,False,7,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367121,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-quesadilla-roll""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Rolls,Non Veg Veg Quesadilla Roll,200,,non-veg,,,non-veg,delivery-enabled,ctl_562856702,200,200,200,200,v_767367080,ctg_38755784,0,False,17,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Rolls,"{""v"":767367080,""s_ctg"":56660890,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-veg-quesadilla-roll""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Salads,Veg Green Salad,152,,veg,,,veg,delivery-enabled,ctl_562856740,152,152,152,152,v_767367118,ctg_38755777,0,False,1,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Salads,"{""v"":767367118,""s_ctg"":56660879,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-green-salad""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Salads,Veg Mixed Fruit Salad,190,,veg,,,veg,delivery-enabled,ctl_562856903,190,190,190,190,v_767367281,ctg_38755777,0,False,2,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Salads,"{""v"":767367281,""s_ctg"":56660879,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-mixed-fruit-salad""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Salads,Veg Honey Salad,240,,veg,,,veg,delivery-enabled,ctl_562856776,240,240,240,240,v_767367154,ctg_38755777,0,False,3,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Salads,"{""v"":767367154,""s_ctg"":56660879,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-honey-salad""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Salads,Veg Balsamic Vinegar Salad,240,,veg,,,veg,delivery-enabled,ctl_562856877,240,240,240,240,v_767367255,ctg_38755777,0,False,4,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Salads,"{""v"":767367255,""s_ctg"":56660879,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-balsamic-vinegar-salad""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Salads,Non Veg Honey Salad,290,,non-veg,,,non-veg,delivery-enabled,ctl_562856675,290,290,290,290,v_767367053,ctg_38755777,0,False,5,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Salads,"{""v"":767367053,""s_ctg"":56660879,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-honey-salad""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Salads,Non Veg Balsamic Vinegar Salad,290,,non-veg,,,non-veg,delivery-enabled,ctl_562856887,290,290,290,290,v_767367265,ctg_38755777,0,False,6,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Salads,"{""v"":767367265,""s_ctg"":56660879,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-balsamic-vinegar-salad""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Salads,Grilled Chicken Salad,290,,non-veg,3.47000003,7 votes,non-veg,delivery-enabled,ctl_562856888,290,290,290,290,v_767367266,ctg_38755777,0,False,7,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Salads,"{""v"":767367266,""s_ctg"":56660879,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""grilled-chicken-salad""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Salads,Shredded Chicken Salad,290,,non-veg,,,non-veg,delivery-enabled,ctl_562856914,290,290,290,290,v_767367292,ctg_38755777,0,False,8,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Salads,"{""v"":767367292,""s_ctg"":56660879,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""shredded-chicken-salad""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Snacks,Bread Omelette,60,,egg,,,egg,delivery-enabled,ctl_562856795,60,60,60,60,v_767367173,ctg_38755782,0,False,10,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367173,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""bread-omelette""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Snacks,Cheese Omelette,75,,egg,,,egg,delivery-enabled,ctl_562856998,75,75,75,75,v_767367376,ctg_38755782,0,False,11,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367376,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""cheese-omelette""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Snacks,Peanut Butter Toast,90,,veg,,,veg,delivery-enabled,ctl_562856717,90,90,90,90,v_767367095,ctg_38755782,0,False,8,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367095,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""peanut-butter-toast""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Snacks,Nutella Tost,99,,veg,,,veg,delivery-enabled,ctl_562856986,99,99,99,99,v_767367364,ctg_38755782,0,False,9,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367364,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""nutella-tost""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Snacks,Original Fries,130,,veg,4.26000023,5 votes,veg,delivery-enabled,ctl_562856681,130,130,130,130,v_767367059,ctg_38755782,0,False,1,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367059,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""original-fries""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Snacks,Kurkure Fries,140,,veg,,,veg,delivery-enabled,ctl_562856640,140,140,140,140,v_767367018,ctg_38755782,0,False,2,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367018,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""kurkure-fries""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
