category,item_name,price,desc,dietary_slugs,rating_value,rating_total_rating_text,tag_slugs,service_slugs,id,min_price,max_price,default_price,display_price,variant_id,parent_menu_id,always_show_on_checkout,is_bogo_active,order,auto_add,auto_add_quantity,show_image,visible,state,rating,free_dish_quantity,type,added_bottom_text_field,not_added_bottom_text_field,disabled_text,secondary_tag_slugs,entity_type,primary_tag_slug,food_legends,search_alias,metadata,added_bottom_text,not_added_bottom_text,not_added_bottom_text_color,remove_popup_text,auto_add_toast_message,auto_already_added_toast_message,remove_popup_title,tag_ids,tag_image,hide_in_meals_menu
Fried Rice and Noodles,Egg Noodles,170,,egg,,,egg,delivery-enabled,ctl_562856826,170,170,170,170,v_767367204,ctg_38755779,0,False,11,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367204,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-noodles""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Egg Brown Garlic Noodles,170,,egg,,,egg,delivery-enabled,ctl_562856727,170,170,170,170,v_767367105,ctg_38755779,0,False,13,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367105,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-brown-garlic-noodles""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Egg Butter Garlic Noodles,170,,egg,,,egg,delivery-enabled,ctl_562856933,170,170,170,170,v_767367311,ctg_38755779,0,False,14,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367311,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-butter-garlic-noodles""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Egg Schezwan Fried Rice,180,,egg,,,egg,delivery-enabled,ctl_562856970,180,180,180,180,v_767367348,ctg_38755779,0,False,13,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367348,""s_ctg"":56660882,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-schezwan-fried-rice""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Egg Singapore Fried Rice,180,,egg,,,egg,delivery-enabled,ctl_562856938,180,180,180,180,v_767367316,ctg_38755779,0,False,16,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367316,""s_ctg"":56660882,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-singapore-fried-rice""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Egg Hong Kong Fried Rice,180,,egg,,,egg,delivery-enabled,ctl_562856931,180,180,180,180,v_767367309,ctg_38755779,0,False,17,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367309,""s_ctg"":56660882,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-hong-kong-fried-rice""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Fried Rice,180,,non-veg,,,non-veg,delivery-enabled,ctl_562856825,180,180,180,180,v_767367203,ctg_38755779,0,False,18,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367203,""s_ctg"":56660882,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-fried-rice""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Julien Fried Rice,180,,non-veg,,,non-veg,delivery-enabled,ctl_562856715,180,180,180,180,v_767367093,ctg_38755779,0,False,19,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367093,""s_ctg"":56660882,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-julien-fried-rice""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Egg Schezwan Noodles,180,,egg,,,egg,delivery-enabled,ctl_562856734,180,180,180,180,v_767367112,ctg_38755779,0,False,12,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367112,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-schezwan-noodles""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Egg Singapore Noodles,180,,egg,,,egg,delivery-enabled,ctl_562856836,180,180,180,180,v_767367214,ctg_38755779,0,False,15,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367214,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-singapore-noodles""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Egg Hong Kong Noodles,180,,egg,,,egg,delivery-enabled,ctl_562856965,180,180,180,180,v_767367343,ctg_38755779,0,False,16,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367343,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-hong-kong-noodles""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Egg Triple Schezwan Noodles,180,,egg,,,egg,delivery-enabled,ctl_562856954,180,180,180,180,v_767367332,ctg_38755779,0,False,17,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367332,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""egg-triple-schezwan-noodles""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Noodles,180,,non-veg,,,non-veg,delivery-enabled,ctl_562856722,180,180,180,180,v_767367100,ctg_38755779,0,False,18,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367100,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-noodles""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Schezwan Noodles,180,,non-veg,,,non-veg,delivery-enabled,ctl_562856716,180,180,180,180,v_767367094,ctg_38755779,0,False,19,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367094,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-schezwan-noodles""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Brown Garlic Noodles,180,,non-veg,,,non-veg,delivery-enabled,ctl_562856878,180,180,180,180,v_767367256,ctg_38755779,0,False,20,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367256,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-brown-garlic-noodles""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Butter Garlic Noodles,180,,non-veg,,,non-veg,delivery-enabled,ctl_562856800,180,180,180,180,v_767367178,ctg_38755779,0,False,21,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367178,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-butter-garlic-noodles""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Schezwan Fried Rice,190,,non-veg,,,non-veg,delivery-enabled,ctl_562856694,190,190,190,190,v_767367072,ctg_38755779,0,False,20,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367072,""s_ctg"":56660882,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-schezwan-fried-rice""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Brown Garlic Fried Rice,190,,non-veg,,,non-veg,delivery-enabled,ctl_562856799,190,190,190,190,v_767367177,ctg_38755779,0,False,21,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367177,""s_ctg"":56660882,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-brown-garlic-fried-rice""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Butter Garlic Fried Rice,190,,non-veg,,,non-veg,delivery-enabled,ctl_562856847,190,190,190,190,v_767367225,ctg_38755779,0,False,22,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367225,""s_ctg"":56660882,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-butter-garlic-fried-rice""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Paneer Fried Rice,200,,veg,,,veg,delivery-enabled,ctl_562856923,200,200,200,200,v_767367301,ctg_38755779,0,False,3,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367301,""s_ctg"":56660882,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-fried-rice""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Fried Rice and Noodles,Non Veg Singapore Fried Rice,210,,non-veg,,,non-veg,delivery-enabled,ctl_562856616,210,210,210,210,v_767366994,ctg_38755779,0,False,23,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767366994,""s_ctg"":56660882,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-singapore-fried-rice""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Hong Kong Fried Rice,210,,non-veg,,,non-veg,delivery-enabled,ctl_562856767,210,210,210,210,v_767367145,ctg_38755779,0,False,24,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367145,""s_ctg"":56660882,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-hong-kong-fried-rice""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Singapore Noodles,210,,non-veg,,,non-veg,delivery-enabled,ctl_562856759,210,210,210,210,v_767367137,ctg_38755779,0,False,22,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367137,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-singapore-noodles""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Hong Kong Noodles,210,,non-veg,,,non-veg,delivery-enabled,ctl_562856760,210,210,210,210,v_767367138,ctg_38755779,0,False,23,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367138,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-hong-kong-noodles""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Fried Rice and Noodles,Non Veg Triple Schezwan Noodles,210,,non-veg,,,non-veg,delivery-enabled,ctl_562856879,210,210,210,210,v_767367257,ctg_38755779,0,False,24,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Fried Rice and Noodles,"{""v"":767367257,""s_ctg"":56660883,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""non-veg-triple-schezwan-noodles""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Momos,Veg Mixed Fried Momos,130,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856650,130,130,130,130,v_767367028,ctg_38755783,0,False,1,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367028,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-mixed-fried-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Momos,Veg Peri Pri Fried Momos,140,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856978,140,140,140,140,v_767367356,ctg_38755783,0,False,2,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367356,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-peri-pri-fried-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Momos,Veg Schzewan Fried Momos,140,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856771,140,140,140,140,v_767367149,ctg_38755783,0,False,5,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367149,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-schzewan-fried-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Momos,Veg Mixed Steamed Momos,140,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856794,140,140,140,140,v_767367172,ctg_38755783,0,False,7,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367172,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-mixed-steamed-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Momos,Paneer Fried Momos,150,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856979,150,150,150,150,v_767367357,ctg_38755783,0,False,4,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367357,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-fried-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Momos,Veg Peri Peri Steamed Momos,150,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856709,150,150,150,150,v_767367087,ctg_38755783,0,False,8,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367087,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-peri-peri-steamed-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Momos,Veg Schzewan Steamed Momos,150,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856905,150,150,150,150,v_767367283,ctg_38755783,0,False,11,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367283,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-schzewan-steamed-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Momos,Paneer Schezwan Steamed Momos,150,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856949,150,150,150,150,v_767367327,ctg_38755783,0,False,12,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367327,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-schezwan-steamed-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Momos,Chicken Fried Momos,150,[7 Pieces],non-veg,,,non-veg,delivery-enabled,ctl_562856919,150,150,150,150,v_767367297,ctg_38755783,0,False,13,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367297,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-fried-momos""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Momos,Chicken Steamed Momos,150,[7 Pieces],non-veg,4.30000019,8 votes,non-veg,delivery-enabled,ctl_562856883,150,150,150,150,v_767367261,ctg_38755783,0,False,16,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367261,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-steamed-momos""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Momos,Paneer Peri Peri Fried Momos,160,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856796,160,160,160,160,v_767367174,ctg_38755783,0,False,3,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367174,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-peri-peri-fried-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Momos,Paneer Schezwan Fried Momos,160,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856633,160,160,160,160,v_767367011,ctg_38755783,0,False,6,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367011,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-schezwan-fried-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Momos,Paneer Steamed Momos,160,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856677,160,160,160,160,v_767367055,ctg_38755783,0,False,10,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367055,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-steamed-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Momos,Chicken Peri Peri Fried Momos,160,[7 Pieces],non-veg,,,non-veg,delivery-enabled,ctl_562856866,160,160,160,160,v_767367244,ctg_38755783,0,False,14,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367244,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-peri-peri-fried-momos""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Momos,Chicken Schzewan Fried Momos,160,[7 Pieces],non-veg,,,non-veg,delivery-enabled,ctl_562856947,160,160,160,160,v_767367325,ctg_38755783,0,False,15,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367325,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-schzewan-fried-momos""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Momos,Chicken Peri Peri Steamed Momos,160,[7 Pieces],non-veg,,,non-veg,delivery-enabled,ctl_562856940,160,160,160,160,v_767367318,ctg_38755783,0,False,17,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367318,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-peri-peri-steamed-momos""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Momos,Chicken Schzewan Steamed Momos,160,[7 Pieces],non-veg,,,non-veg,delivery-enabled,ctl_562856751,160,160,160,160,v_767367129,ctg_38755783,0,False,18,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367129,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-schzewan-steamed-momos""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Momos,Paneer Peri Peri Steamed Momos,170,[7 Pieces],veg,,,veg,delivery-enabled,ctl_562856934,170,170,170,170,v_767367312,ctg_38755783,0,False,9,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Momos,"{""v"":767367312,""s_ctg"":56660889,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-peri-peri-steamed-momos""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Veg Pasta,170,,veg,,,veg,delivery-enabled,ctl_562856917,170,170,170,170,v_767367295,ctg_38755780,0,False,1,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367295,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-pasta""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Corn Pizza,190,[8Inch],veg,2.45000005,5 votes,veg,delivery-enabled,ctl_562856975,190,190,190,190,v_767367353,ctg_38755780,0,False,1,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367353,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""corn-pizza""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Mushroom Pizza,190,[8Inch],veg,,,veg,delivery-enabled,ctl_562856945,190,190,190,190,v_767367323,ctg_38755780,0,False,2,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367323,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""mushroom-pizza""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Mix Veg Pizza,190,[8Inch],veg,,,veg,delivery-enabled,ctl_562856706,190,190,190,190,v_767367084,ctg_38755780,0,False,3,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367084,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""mix-veg-pizza""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Margherita Pizza,200,[8Inch],veg,,,veg,delivery-enabled,ctl_562856656,200,200,200,200,v_767367034,ctg_38755780,0,False,5,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367034,""s_ctg"":56660884,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""margherita-pizza""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Paneer Pasta,210,,veg,,,veg,delivery-enabled,ctl_562856647,210,210,210,210,v_767367025,ctg_38755780,0,False,2,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367025,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-pasta""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Veg Alfredo White Sauce Pasta,210,,veg,3.80999994,13 votes,veg,delivery-enabled,ctl_562856870,210,210,210,210,v_767367248,ctg_38755780,0,False,3,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367248,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-alfredo-white-sauce-pasta""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Veg Arrabbiata Red Sauce Pasta,210,,veg,,,veg,delivery-enabled,ctl_562856966,210,210,210,210,v_767367344,ctg_38755780,0,False,4,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367344,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-arrabbiata-red-sauce-pasta""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Veg Masala Mafia Pasta,210,,veg,,,veg,delivery-enabled,ctl_562856623,210,210,210,210,v_767367001,ctg_38755780,0,False,5,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367001,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-masala-mafia-pasta""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Veg Margherita Pasta,210,,veg,,,veg,delivery-enabled,ctl_562856889,210,210,210,210,v_767367267,ctg_38755780,0,False,6,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367267,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-margherita-pasta""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Pizza and Pasta,Veg Pesto Pasta,210,,veg,,,veg,delivery-enabled,ctl_562856632,210,210,210,210,v_767367010,ctg_38755780,0,False,7,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Pizza and Pasta,"{""v"":767367010,""s_ctg"":56660885,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-pesto-pasta""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
